complexity,loss,equation,score,julia_expression,lambda_format,simulation,TEST_RMSE,TEST_MAE,TEST_R2,TEST_CC,TEST_BFE
27,3.8164315,g = ((#2 * -0.001215261) + 0.9796946) * (inv((#1 + -0.18299717) + inv(#1)) + (sqrt(#1) + -0.19499645)); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4665082,1.31273602473959e-05,g = ((#2 * -0.001215261) + 0.9796946) * (inv((#1 + -0.18299717) + inv(#1)) + (sqrt(#1) + -0.19499645)); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4665082,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bda60>,11,18.019247474301597,14.28436334103886,0.652915635785645,0.8866706934692706,20.87463107484954
29,3.815979,g = ((inv((0.83293027 / #1) + #1) + -0.21579845) + sqrt(#1)) * (((square(#1) + #2) * -0.001215261) + 1.0006043); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4718859,3.679197847233138e-05,g = ((inv((0.83293027 / #1) + #1) + -0.21579845) + sqrt(#1)) * (((square(#1) + #2) * -0.001215261) + 1.0006043); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4718859,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99be6c0>,11,18.023718856731538,14.233007832430994,0.6568113554993119,0.8879666796473877,20.990217116451426
16,3.825606,g = (sqrt(#1) * ((#2 * -0.0012229385) - -0.9895717)) + -2.4013643; d = square((#1 * -0.01568769) + 1.045931),0.0018395838390485,g = (sqrt(#1) * ((#2 * -0.0012229385) - -0.9895717)) + -2.4013643; d = square((#1 * -0.01568769) + 1.045931),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998e330>,2,18.050643464062592,14.239977582779138,0.6546293126087553,0.8949342614878091,21.405360206950697
25,3.8165593,g = ((#2 * -0.001215261) + 0.9796946) * ((inv(inv(#1) + #1) + -0.19499645) + sqrt(#1)); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4662668,0.0004290903065938,g = ((#2 * -0.001215261) + 0.9796946) * ((inv(inv(#1) + #1) + -0.19499645) + sqrt(#1)); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4662668,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc890>,11,18.087745440742346,14.354330150312691,0.6488460665788869,0.8865463765647217,20.96470443474521
17,3.8256352,g = (0.9953404 - (#2 * 0.0012211642)) * sqrt(#1); d = (((#1 * 0.00023737663) + -0.035211913) * #1) + -1.3552864,0.0009178410917262,g = (0.9953404 - (#2 * 0.0012211642)) * sqrt(#1); d = (((#1 * 0.00023737663) + -0.035211913) * #1) + -1.3552864,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d998d790>,12,18.098929040659353,14.274795288863222,0.6549433932677047,0.8940210735170562,21.63826906081537
29,3.8152475,g = (sqrt(#1) + -2.9823344) + ((((#2 + square(#1 / 1.1984122)) * sqrt(#1)) + (sqrt(#2) / 0.06331355)) * -0.0011386677); d = square(#1 + (1.3137529 - (#1 * 1.0147343))),3.6116929018959415e-05,g = (sqrt(#1) + -2.9823344) + ((((#2 + square(#1 / 1.1984122)) * sqrt(#1)) + (sqrt(#2) / 0.06331355)) * -0.0011386677); d = square(#1 + (1.3137529 - (#1 * 1.0147343))),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bd220>,25,18.103497461380723,14.315680760265952,0.65772067230994,0.893046789758644,21.07833872350016
16,3.8256645,g = (((#2 * -0.0012188125) + 0.98972714) * sqrt(#1)) - 2.6709218; d = square((#1 * 0.0153470235) - 1.1489065),0.0014893503902486,g = (((#2 * -0.0012188125) + 0.98972714) * sqrt(#1)) - 2.6709218; d = square((#1 * 0.0153470235) - 1.1489065),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bcc50>,23,18.108485693557974,14.275872855515095,0.6551771514596589,0.894245266033081,21.665757485944482
27,3.8155231,g = (sqrt(#1) + (((sqrt(#1) * (square(#1) + #2)) + (sqrt(#2) / 0.06331351)) * -0.001138612)) + -2.9823344; d = square(#1 + (1.3137529 - (#1 * 1.0147343))),0.0002213082017662,g = (sqrt(#1) + (((sqrt(#1) * (square(#1) + #2)) + (sqrt(#2) / 0.06331351)) * -0.001138612)) + -2.9823344; d = square(#1 + (1.3137529 - (#1 * 1.0147343))),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99be000>,25,18.132240189056418,14.323495349717188,0.6583553677026893,0.8938661660870956,21.093173329203502
28,3.8161194,g = (inv(inv(#1) + #1) + (sqrt(#1) + -0.20102097)) * (((sqrt(#2) + #2) * -0.001215261) + 1.0017086); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4718859,8.178130857259446e-05,g = (inv(inv(#1) + #1) + (sqrt(#1) + -0.20102097)) * (((sqrt(#2) + #2) * -0.001215261) + 1.0017086); d = (#1 * ((#1 * 0.0002414292) + -0.035623867)) + -1.4718859,<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bc6b0>,11,18.13750324688338,14.393257551549429,0.6474872711602917,0.8857338095990205,20.940019146665158
24,3.816487,g = ((((sqrt(#2) / 0.057071887) + (#2 * sqrt(#1))) * -0.0011386677) + sqrt(#1)) + -2.9823344; d = square((#1 + 1.3137529) - (#1 * 1.0147343)),0.0005885880879859,g = ((((sqrt(#2) / 0.057071887) + (#2 * sqrt(#1))) * -0.0011386677) + sqrt(#1)) + -2.9823344; d = square((#1 + 1.3137529) - (#1 * 1.0147343)),<pysr.expression_specs.CallableJuliaExpression object at 0x7999d99bfd70>,25,18.174381685899178,14.439121064636756,0.65034836574754,0.8907489063757922,20.937617820060773
