complexity,loss,equation,score,sympy_format,lambda_format,simulation
21,3.726548,(((DST - P_dyn) * ((sqrt(VBs) + 165.93007) - DST)) + (VBs / sqrt(0.03458694 / (P_dyn + 1.4729766)))) * -0.0002132545,0.0006597197675444,(((DST - P_dyn) * ((sqrt(VBs) + 165.93007) - DST)) + (VBs / sqrt(0.03458694 / (P_dyn + 1.4729766)))) * -0.0002132545,PySRFunction(X=>(((DST - P_dyn) * ((sqrt(VBs) + 165.93007) - DST)) + (VBs / sqrt(0.03458694 / (P_dyn + 1.4729766)))) * -0.0002132545),24
20,3.7265813,((((DST / -0.050315816) - VBs) * (sqrt(P_dyn) - -0.41633615)) + square(DST / sqrt(P_dyn + 2.8059607))) * 0.0010365675,0.0003621967222265,((((DST / -0.050315816) - VBs) * (sqrt(P_dyn) - -0.41633615)) + square(DST / sqrt(P_dyn + 2.8059607))) * 0.0010365675,PySRFunction(X=>((((DST / -0.050315816) - VBs) * (sqrt(P_dyn) - -0.41633615)) + square(DST / sqrt(P_dyn + 2.8059607))) * 0.0010365675),99
23,3.7265842,((neg(square(DST + -66.8168)) - ((sqrt(P_dyn) + 0.38316748) * (-4.1676984 * VBs))) * -0.00025561746) - inv((P_dyn * 0.28174487) + 0.46001437),0.0005672487778293,((neg(square(DST + -66.8168)) - ((sqrt(P_dyn) + 0.38316748) * (-4.1676984 * VBs))) * -0.00025561746) - inv((P_dyn * 0.28174487) + 0.46001437),PySRFunction(X=>((neg(square(DST + -66.8168)) - ((sqrt(P_dyn) + 0.38316748) * (-4.1676984 * VBs))) * -0.00025561746) - inv((P_dyn * 0.28174487) + 0.46001437)),72
20,3.7266538,((((DST * 20.839457) + VBs) / (sqrt(128.92966 / P_dyn) + 2.6280694)) - ((VBs * DST) / -3409.8367)) * -0.02708732,0.0010608854424381,((((DST * 20.839457) + VBs) / (sqrt(128.92966 / P_dyn) + 2.6280694)) - ((VBs * DST) / -3409.8367)) * -0.02708732,PySRFunction(X=>((((DST * 20.839457) + VBs) / (sqrt(128.92966 / P_dyn) + 2.6280694)) - ((VBs * DST) / -3409.8367)) * -0.02708732),17
21,3.72666,(sqrt(P_dyn + 0.8678291) * (((DST + VBs) * -0.0011345331) + 0.8427184)) + (-2.6149247 - (square(DST + -74.442345) * -0.00023148769)),2.76110938064595e-05,(sqrt(P_dyn + 0.8678291) * (((DST + VBs) * -0.0011345331) + 0.8427184)) + (-2.6149247 - (square(DST + -74.442345) * -0.00023148769)),PySRFunction(X=>(sqrt(P_dyn + 0.8678291) * (((DST + VBs) * -0.0011345331) + 0.8427184)) + (-2.6149247 - (square(DST + -74.442345) * -0.00023148769))),22
19,3.7266865,((((DST / 0.05129115) + VBs) * (sqrt(P_dyn) + 0.6087912)) - (square(DST) / (P_dyn + 2.156107))) * -0.00095222157,0.000742976849624,((((DST / 0.05129115) + VBs) * (sqrt(P_dyn) + 0.6087912)) - (square(DST) / (P_dyn + 2.156107))) * -0.00095222157,PySRFunction(X=>((((DST / 0.05129115) + VBs) * (sqrt(P_dyn) + 0.6087912)) - (square(DST) / (P_dyn + 2.156107))) * -0.00095222157),42
19,3.7267015,(((VBs * -0.0010039264) + 0.72636837) * (sqrt(P_dyn) + 0.52772635)) + (square(-1.0329725 - (DST * -0.016133778)) + -2.318733),0.0009193781822082,(((VBs * -0.0010039264) + 0.72636837) * (sqrt(P_dyn) + 0.52772635)) + (square(-1.0329725 - (DST * -0.016133778)) + -2.318733),PySRFunction(X=>(((VBs * -0.0010039264) + 0.72636837) * (sqrt(P_dyn) + 0.52772635)) + (square(-1.0329725 - (DST * -0.016133778)) + -2.318733)),39
21,3.7267091,((((DST + -3.2379615) - (VBs * -0.047591522)) / sqrt(inv(P_dyn) - -0.08331303)) - ((DST * -0.000182598) * VBs)) * -0.039773934,0.0002941274744382,((((DST + -3.2379615) - (VBs * -0.047591522)) / sqrt(inv(P_dyn) - -0.08331303)) - ((DST * -0.000182598) * VBs)) * -0.039773934,PySRFunction(X=>((((DST + -3.2379615) - (VBs * -0.047591522)) / sqrt(inv(P_dyn) - -0.08331303)) - ((DST * -0.000182598) * VBs)) * -0.039773934),61
22,3.7267926,((DST - P_dyn) * -0.054726228) - (((VBs * ((P_dyn - ((DST * -0.09679223) / sqrt(P_dyn))) * -0.054726228)) - VBs) * -0.0023412488),0.0005785876258168,((DST - P_dyn) * -0.054726228) - (((VBs * ((P_dyn - ((DST * -0.09679223) / sqrt(P_dyn))) * -0.054726228)) - VBs) * -0.0023412488),PySRFunction(X=>((DST - P_dyn) * -0.054726228) - (((VBs * ((P_dyn - ((DST * -0.09679223) / sqrt(P_dyn))) * -0.054726228)) - VBs) * -0.0023412488)),85
19,3.7268658,(sqrt(P_dyn + 0.81778425) * ((VBs * -0.0011347012) + 0.8347838)) + (-2.6149247 - (square(DST + -74.61696) * -0.00023737278)),0.0009166861735259,(sqrt(P_dyn + 0.81778425) * ((VBs * -0.0011347012) + 0.8347838)) + (-2.6149247 - (square(DST + -74.61696) * -0.00023737278)),PySRFunction(X=>(sqrt(P_dyn + 0.81778425) * ((VBs * -0.0011347012) + 0.8347838)) + (-2.6149247 - (square(DST + -74.61696) * -0.00023737278))),22
24,3.7268937,(((P_dyn + DST) - ((((sqrt(P_dyn) + 0.3402499) * VBs) - (square(DST) * 0.23290585)) * -0.031477872)) * -0.035050377) + (sqrt(P_dyn) + -1.194043),0.0001016963411938,(((P_dyn + DST) - ((((sqrt(P_dyn) + 0.3402499) * VBs) - (square(DST) * 0.23290585)) * -0.031477872)) * -0.035050377) + (sqrt(P_dyn) + -1.194043),PySRFunction(X=>(((P_dyn + DST) - ((((sqrt(P_dyn) + 0.3402499) * VBs) - (square(DST) * 0.23290585)) * -0.031477872)) * -0.035050377) + (sqrt(P_dyn) + -1.194043)),78
22,3.726925,((DST - P_dyn) * -0.040767923) + ((VBs - (((((DST * -0.025657162) - P_dyn) * VBs) + square(DST)) * 0.08520919)) * -0.0019346398),0.0005517323462731,((DST - P_dyn) * -0.040767923) + ((VBs - (((((DST * -0.025657162) - P_dyn) * VBs) + square(DST)) * 0.08520919)) * -0.0019346398),PySRFunction(X=>((DST - P_dyn) * -0.040767923) + ((VBs - (((((DST * -0.025657162) - P_dyn) * VBs) + square(DST)) * 0.08520919)) * -0.0019346398)),1
20,3.726974,(square(DST * -0.046597164) - ((P_dyn + 0.8890426) * (((VBs * 0.054050308) + DST) * 0.10243679))) / (P_dyn + 6.209157),0.00070989786451,(square(DST * -0.046597164) - ((P_dyn + 0.8890426) * (((VBs * 0.054050308) + DST) * 0.10243679))) / (P_dyn + 6.209157),PySRFunction(X=>(square(DST * -0.046597164) - ((P_dyn + 0.8890426) * (((VBs * 0.054050308) + DST) * 0.10243679))) / (P_dyn + 6.209157)),18
30,3.7270286,((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - (square(-1.834793) * (P_dyn - inv(P_dyn)))) * -0.03695169,4.292954890771977e-06,((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - (square(-1.834793) * (P_dyn - inv(P_dyn)))) * -0.03695169,PySRFunction(X=>((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - (square(-1.834793) * (P_dyn - inv(P_dyn)))) * -0.03695169),79
29,3.7270446,((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - ((P_dyn - inv(P_dyn)) * 3.4104142)) * -0.03695169,0.0002958743365031,((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - ((P_dyn - inv(P_dyn)) * 3.4104142)) * -0.03695169,PySRFunction(X=>((DST + ((VBs * 0.049131975) - ((square(DST) - (VBs * (inv(neg(P_dyn)) - (P_dyn / -1.3957871)))) * 0.006263322))) - ((P_dyn - inv(P_dyn)) * 3.4104142)) * -0.03695169),79
19,3.727126,((sqrt(VBs) * DST) + ((VBs + ((DST - P_dyn) / 0.061325535)) * (sqrt(P_dyn) + 1.617138))) * -0.0008998294,0.00028802105233,((sqrt(VBs) * DST) + ((VBs + ((DST - P_dyn) / 0.061325535)) * (sqrt(P_dyn) + 1.617138))) * -0.0008998294,PySRFunction(X=>((sqrt(VBs) * DST) + ((VBs + ((DST - P_dyn) / 0.061325535)) * (sqrt(P_dyn) + 1.617138))) * -0.0008998294),77
20,3.7273388,(((DST * -0.041115027) + (VBs * -0.0022055348)) * sqrt(sqrt(P_dyn))) + (sqrt(VBs) * ((P_dyn + DST) * -0.0007133873)),0.0001672763667938,(((DST * -0.041115027) + (VBs * -0.0022055348)) * sqrt(sqrt(P_dyn))) + (sqrt(VBs) * ((P_dyn + DST) * -0.0007133873)),PySRFunction(X=>(((DST * -0.041115027) + (VBs * -0.0022055348)) * sqrt(sqrt(P_dyn))) + (sqrt(VBs) * ((P_dyn + DST) * -0.0007133873))),53
19,3.727388,(DST * -0.05361602) - ((0.0023972918 - ((P_dyn + ((DST * 0.34608293) / (P_dyn + 2.1791172))) * -0.0001303858)) * VBs),0.000989479686859,(DST * -0.05361602) - ((0.0023972918 - ((P_dyn + ((DST * 0.34608293) / (P_dyn + 2.1791172))) * -0.0001303858)) * VBs),PySRFunction(X=>(DST * -0.05361602) - ((0.0023972918 - ((P_dyn + ((DST * 0.34608293) / (P_dyn + 2.1791172))) * -0.0001303858)) * VBs)),80
20,3.727412,((DST - (P_dyn / 0.3390576)) * -0.05087181) + (((((DST * -0.008775735) + -1.1768594) - sqrt(P_dyn)) * VBs) * 0.001018011),0.0006456478429989,((DST - (P_dyn / 0.3390576)) * -0.05087181) + (((((DST * -0.008775735) + -1.1768594) - sqrt(P_dyn)) * VBs) * 0.001018011),PySRFunction(X=>((DST - (P_dyn / 0.3390576)) * -0.05087181) + (((((DST * -0.008775735) + -1.1768594) - sqrt(P_dyn)) * VBs) * 0.001018011)),52
19,3.727464,(square((DST * 0.01612035) + -0.99859667) + (sqrt(P_dyn + 0.6694514) * ((VBs * -0.0011646117) + 0.92636687))) + -2.3399897,0.0008240501965762,(square((DST * 0.01612035) + -0.99859667) + (sqrt(P_dyn + 0.6694514) * ((VBs * -0.0011646117) + 0.92636687))) + -2.3399897,PySRFunction(X=>(square((DST * 0.01612035) + -0.99859667) + (sqrt(P_dyn + 0.6694514) * ((VBs * -0.0011646117) + 0.92636687))) + -2.3399897),40
19,3.7275064,(((sqrt(P_dyn) + 1.3881959) * (DST - (VBs * -0.053302895))) + ((sqrt(VBs) * DST) * 0.04054075)) * -0.016902782,0.002748434851443,(((sqrt(P_dyn) + 1.3881959) * (DST - (VBs * -0.053302895))) + ((sqrt(VBs) * DST) * 0.04054075)) * -0.016902782,PySRFunction(X=>(((sqrt(P_dyn) + 1.3881959) * (DST - (VBs * -0.053302895))) + ((sqrt(VBs) * DST) * 0.04054075)) * -0.016902782),5
20,3.7275193,((sqrt(P_dyn + 0.7626783) * ((VBs * -0.0011450656) - -0.7920433)) + (DST * ((DST * 0.0002665121) + -0.031704985))) + -1.1535627,0.0008161502325187,((sqrt(P_dyn + 0.7626783) * ((VBs * -0.0011450656) - -0.7920433)) + (DST * ((DST * 0.0002665121) + -0.031704985))) + -1.1535627,PySRFunction(X=>((sqrt(P_dyn + 0.7626783) * ((VBs * -0.0011450656) - -0.7920433)) + (DST * ((DST * 0.0002665121) + -0.031704985))) + -1.1535627),86
19,3.727609,((((-12.046207 - P_dyn) * VBs) + square(DST - sqrt(VBs))) * 0.00017181598) - ((DST - P_dyn) * 0.038299188),0.0004805061557917,((((-12.046207 - P_dyn) * VBs) + square(DST - sqrt(VBs))) * 0.00017181598) - ((DST - P_dyn) * 0.038299188),PySRFunction(X=>((((-12.046207 - P_dyn) * VBs) + square(DST - sqrt(VBs))) * 0.00017181598) - ((DST - P_dyn) * 0.038299188)),4
21,3.7276192,(((VBs * (0.059460256 - (P_dyn * -0.003693053))) + DST) - ((square(DST - sqrt(VBs)) * 0.0051389947) + P_dyn)) * -0.03837681,0.0002261119887608,(((VBs * (0.059460256 - (P_dyn * -0.003693053))) + DST) - ((square(DST - sqrt(VBs)) * 0.0051389947) + P_dyn)) * -0.03837681,PySRFunction(X=>(((VBs * (0.059460256 - (P_dyn * -0.003693053))) + DST) - ((square(DST - sqrt(VBs)) * 0.0051389947) + P_dyn)) * -0.03837681),90
22,3.7276518,(sqrt(P_dyn) + -1.2769417) + ((DST - (((VBs * (sqrt(P_dyn) + 0.32093486)) - (square(DST) * 0.22355454)) * -0.031598546)) * -0.035055075),0.0014538264241328,(sqrt(P_dyn) + -1.2769417) + ((DST - (((VBs * (sqrt(P_dyn) + 0.32093486)) - (square(DST) * 0.22355454)) * -0.031598546)) * -0.035055075),PySRFunction(X=>(sqrt(P_dyn) + -1.2769417) + ((DST - (((VBs * (sqrt(P_dyn) + 0.32093486)) - (square(DST) * 0.22355454)) * -0.031598546)) * -0.035055075)),78
20,3.7276556,0.047903698 * ((P_dyn * (-0.05183805 * (DST + ((inv(P_dyn - (DST * 0.016830046)) - -0.05183805) * VBs)))) - DST),0.0014203667461082,0.047903698 * ((P_dyn * (-0.05183805 * (DST + ((inv(P_dyn - (DST * 0.016830046)) - -0.05183805) * VBs)))) - DST),PySRFunction(X=>0.047903698 * ((P_dyn * (-0.05183805 * (DST + ((inv(P_dyn - (DST * 0.016830046)) - -0.05183805) * VBs)))) - DST)),76
22,3.7279022,((((DST + (VBs * 0.048142113)) / (-0.08351765 / (sqrt(P_dyn) + 0.6847465))) - ((VBs * 0.00355027) * DST)) * 0.0020080756) + 0.10256377,0.0002442868531328,((((DST + (VBs * 0.048142113)) / (-0.08351765 / (sqrt(P_dyn) + 0.6847465))) - ((VBs * 0.00355027) * DST)) * 0.0020080756) + 0.10256377,PySRFunction(X=>((((DST + (VBs * 0.048142113)) / (-0.08351765 / (sqrt(P_dyn) + 0.6847465))) - ((VBs * 0.00355027) * DST)) * 0.0020080756) + 0.10256377),8
19,3.7279313,((square(DST) / (P_dyn + 2.8855803)) + (((DST / -0.05214826) - VBs) * sqrt(P_dyn + 0.5105136))) * 0.0011761043,0.0011315960338536,((square(DST) / (P_dyn + 2.8855803)) + (((DST / -0.05214826) - VBs) * sqrt(P_dyn + 0.5105136))) * 0.0011761043,PySRFunction(X=>((square(DST) / (P_dyn + 2.8855803)) + (((DST / -0.05214826) - VBs) * sqrt(P_dyn + 0.5105136))) * 0.0011761043),99
21,3.7280939,((VBs + (DST * 23.394007)) - (VBs * (((DST * (0.2990508 / (P_dyn + 1.8013798))) + P_dyn) * -0.054295544))) * -0.002367629,0.0008097643088959,((VBs + (DST * 23.394007)) - (VBs * (((DST * (0.2990508 / (P_dyn + 1.8013798))) + P_dyn) * -0.054295544))) * -0.002367629,PySRFunction(X=>((VBs + (DST * 23.394007)) - (VBs * (((DST * (0.2990508 / (P_dyn + 1.8013798))) + P_dyn) * -0.054295544))) * -0.002367629),84
28,3.7281475,((DST + (((VBs * 0.048503384) - ((square(DST) - ((neg(inv(P_dyn)) - (P_dyn / -1.3513523)) * VBs)) * 0.006021747)) - (P_dyn * 4.466906))) * -0.037495237) - 0.27606243,0.0002543030928935,((DST + (((VBs * 0.048503384) - ((square(DST) - ((neg(inv(P_dyn)) - (P_dyn / -1.3513523)) * VBs)) * 0.006021747)) - (P_dyn * 4.466906))) * -0.037495237) - 0.27606243,PySRFunction(X=>((DST + (((VBs * 0.048503384) - ((square(DST) - ((neg(inv(P_dyn)) - (P_dyn / -1.3513523)) * VBs)) * 0.006021747)) - (P_dyn * 4.466906))) * -0.037495237) - 0.27606243),79
19,3.7281814,((sqrt(P_dyn + 0.925411) * VBs) - square((P_dyn + 15.435037) + (DST * -0.5477968))) / (DST + -809.8418),0.000582505049626,((sqrt(P_dyn + 0.925411) * VBs) - square((P_dyn + 15.435037) + (DST * -0.5477968))) / (DST + -809.8418),PySRFunction(X=>((sqrt(P_dyn + 0.925411) * VBs) - square((P_dyn + 15.435037) + (DST * -0.5477968))) / (DST + -809.8418)),29
20,3.7282143,(((DST * 0.0002633641) + -0.03323269) * DST) + ((sqrt(P_dyn + 1.1793603) * ((VBs * -0.0010876836) + 0.7387263)) - 1.1793603),0.0008755640028383,(((DST * 0.0002633641) + -0.03323269) * DST) + ((sqrt(P_dyn + 1.1793603) * ((VBs * -0.0010876836) + 0.7387263)) - 1.1793603),PySRFunction(X=>(((DST * 0.0002633641) + -0.03323269) * DST) + ((sqrt(P_dyn + 1.1793603) * ((VBs * -0.0010876836) + 0.7387263)) - 1.1793603)),82
19,3.7282739,((3.7801237 / ((77.74941 - (DST / P_dyn)) / (26.031107 - VBs))) - DST) / ((12.150625 / P_dyn) - -11.526701),0.0022816960049059,((3.7801237 / ((77.74941 - (DST / P_dyn)) / (26.031107 - VBs))) - DST) / ((12.150625 / P_dyn) - -11.526701),PySRFunction(X=>((3.7801237 / ((77.74941 - (DST / P_dyn)) / (26.031107 - VBs))) - DST) / ((12.150625 / P_dyn) - -11.526701)),88
23,3.7282987,((DST - square(DST * 0.08687047)) - ((VBs + ((-63.468727 - (VBs * -0.101465486)) * (P_dyn - inv(P_dyn)))) * -0.051909592)) * -0.03347898,0.0011840482325971,((DST - square(DST * 0.08687047)) - ((VBs + ((-63.468727 - (VBs * -0.101465486)) * (P_dyn - inv(P_dyn)))) * -0.051909592)) * -0.03347898,PySRFunction(X=>((DST - square(DST * 0.08687047)) - ((VBs + ((-63.468727 - (VBs * -0.101465486)) * (P_dyn - inv(P_dyn)))) * -0.051909592)) * -0.03347898),66
21,3.7284381,((((P_dyn + 12.090223) - ((DST / sqrt(P_dyn)) * -0.05011291)) * -0.00016621042) * VBs) - (square(DST + -46.016575) * -0.0002534202),0.0014812657361191,((((P_dyn + 12.090223) - ((DST / sqrt(P_dyn)) * -0.05011291)) * -0.00016621042) * VBs) - (square(DST + -46.016575) * -0.0002534202),PySRFunction(X=>((((P_dyn + 12.090223) - ((DST / sqrt(P_dyn)) * -0.05011291)) * -0.00016621042) * VBs) - (square(DST + -46.016575) * -0.0002534202)),73
19,3.7284827,((sqrt(sqrt(P_dyn)) * (VBs + (DST / 0.08411546))) - (VBs * ((DST * -0.0016597747) - -0.5825709))) * -0.0037424087,5.17635499521465e-06,((sqrt(sqrt(P_dyn)) * (VBs + (DST / 0.08411546))) - (VBs * ((DST * -0.0016597747) - -0.5825709))) * -0.0037424087,PySRFunction(X=>((sqrt(sqrt(P_dyn)) * (VBs + (DST / 0.08411546))) - (VBs * ((DST * -0.0016597747) - -0.5825709))) * -0.0037424087),56
18,3.728502,((sqrt(sqrt(P_dyn)) * ((DST / 0.054081567) + VBs)) - ((DST * -0.31820193) * sqrt(VBs))) * -0.0022528362,0.0010831728004304,((sqrt(sqrt(P_dyn)) * ((DST / 0.054081567) + VBs)) - ((DST * -0.31820193) * sqrt(VBs))) * -0.0022528362,PySRFunction(X=>((sqrt(sqrt(P_dyn)) * ((DST / 0.054081567) + VBs)) - ((DST * -0.31820193) * sqrt(VBs))) * -0.0022528362),56
18,3.7285511,((DST * sqrt(VBs)) - ((((VBs * 0.053357694) + DST) * -59.61542) * sqrt(sqrt(P_dyn)))) * -0.00070106995,0.0014312275611003,((DST * sqrt(VBs)) - ((((VBs * 0.053357694) + DST) * -59.61542) * sqrt(sqrt(P_dyn)))) * -0.00070106995,PySRFunction(X=>((DST * sqrt(VBs)) - ((((VBs * 0.053357694) + DST) * -59.61542) * sqrt(sqrt(P_dyn)))) * -0.00070106995),31
20,3.728581,(square(DST * -0.12704565) - ((square(DST * 0.061603405) + ((VBs * 0.050349757) + DST)) * sqrt(P_dyn))) * 0.02405457,0.0015598324611223,(square(DST * -0.12704565) - ((square(DST * 0.061603405) + ((VBs * 0.050349757) + DST)) * sqrt(P_dyn))) * 0.02405457,PySRFunction(X=>(square(DST * -0.12704565) - ((square(DST * 0.061603405) + ((VBs * 0.050349757) + DST)) * sqrt(P_dyn))) * 0.02405457),58
18,3.728586,(sqrt(sqrt(P_dyn)) * ((VBs * -0.002217581) + (DST * -0.041266892))) + (sqrt(VBs) * (DST * -0.00069958885)),0.0025704574298435,(sqrt(sqrt(P_dyn)) * ((VBs * -0.002217581) + (DST * -0.041266892))) + (sqrt(VBs) * (DST * -0.00069958885)),PySRFunction(X=>(sqrt(sqrt(P_dyn)) * ((VBs * -0.002217581) + (DST * -0.041266892))) + (sqrt(VBs) * (DST * -0.00069958885))),53
19,3.7286375,((P_dyn / (P_dyn + 1.6375375)) * ((VBs * (((DST * 0.00026105475) / P_dyn) + 0.043659627)) + DST)) * -0.1014335,0.0029709041852215,((P_dyn / (P_dyn + 1.6375375)) * ((VBs * (((DST * 0.00026105475) / P_dyn) + 0.043659627)) + DST)) * -0.1014335,PySRFunction(X=>((P_dyn / (P_dyn + 1.6375375)) * ((VBs * (((DST * 0.00026105475) / P_dyn) + 0.043659627)) + DST)) * -0.1014335),45
22,3.7286987,((((VBs * -3.6771557) * (sqrt(P_dyn) + 0.4994085)) - neg(square(DST + -57.402145))) * 0.00027356512) - inv(sqrt(P_dyn - -0.121802814)),0.0001749768157825,((((VBs * -3.6771557) * (sqrt(P_dyn) + 0.4994085)) - neg(square(DST + -57.402145))) * 0.00027356512) - inv(sqrt(P_dyn - -0.121802814)),PySRFunction(X=>((((VBs * -3.6771557) * (sqrt(P_dyn) + 0.4994085)) - neg(square(DST + -57.402145))) * 0.00027356512) - inv(sqrt(P_dyn - -0.121802814))),72
18,3.7287111,((VBs * -0.0011242816) - (DST / (P_dyn + (40.338398 - sqrt(sqrt(epsilon)))))) * (sqrt(P_dyn) + 0.56681204),0.0031920369659775,((VBs * -0.0011242816) - (DST / (P_dyn + (40.338398 - sqrt(sqrt(epsilon)))))) * (sqrt(P_dyn) + 0.56681204),PySRFunction(X=>((VBs * -0.0011242816) - (DST / (P_dyn + (40.338398 - sqrt(sqrt(epsilon)))))) * (sqrt(P_dyn) + 0.56681204)),55
18,3.7287438,(DST + (((VBs * 0.026092222) - P_dyn) * (sqrt(P_dyn + 1.742383) + (DST * 0.006992588)))) * -0.05126696,0.0025030706806392,(DST + (((VBs * 0.026092222) - P_dyn) * (sqrt(P_dyn + 1.742383) + (DST * 0.006992588)))) * -0.05126696,PySRFunction(X=>(DST + (((VBs * 0.026092222) - P_dyn) * (sqrt(P_dyn + 1.742383) + (DST * 0.006992588)))) * -0.05126696),49
20,3.7288601,((P_dyn - DST) * (((DST - sqrt(VBs)) * -0.00022376292) - -0.035031144)) + ((VBs * (P_dyn + 10.952874)) * -0.00016783684),0.0004965405743313,((P_dyn - DST) * (((DST - sqrt(VBs)) * -0.00022376292) - -0.035031144)) + ((VBs * (P_dyn + 10.952874)) * -0.00016783684),PySRFunction(X=>((P_dyn - DST) * (((DST - sqrt(VBs)) * -0.00022376292) - -0.035031144)) + ((VBs * (P_dyn + 10.952874)) * -0.00016783684)),64
19,3.728902,(((DST - (VBs * -0.047646374)) / sqrt(inv(P_dyn) - -0.08331279)) - ((DST * -0.00019938945) * VBs)) * -0.039800845,0.001881303665793,(((DST - (VBs * -0.047646374)) / sqrt(inv(P_dyn) - -0.08331279)) - ((DST * -0.00019938945) * VBs)) * -0.039800845,PySRFunction(X=>(((DST - (VBs * -0.047646374)) / sqrt(inv(P_dyn) - -0.08331279)) - ((DST * -0.00019938945) * VBs)) * -0.039800845),61
21,3.7289495,(DST * -0.0533978) - ((((VBs * -0.056224722) * (P_dyn - ((DST / (P_dyn + 1.4922034)) * -0.26545444))) - VBs) * -0.0023391019),0.0005992385678225,(DST * -0.0533978) - ((((VBs * -0.056224722) * (P_dyn - ((DST / (P_dyn + 1.4922034)) * -0.26545444))) - VBs) * -0.0023391019),PySRFunction(X=>(DST * -0.0533978) - ((((VBs * -0.056224722) * (P_dyn - ((DST / (P_dyn + 1.4922034)) * -0.26545444))) - VBs) * -0.0023391019)),85
19,3.729053,(((DST - P_dyn) * (DST - ((VBs * 0.03565441) + 287.94803))) - (VBs * (P_dyn + 14.21617))) / 6494.9604,0.0003380983968243,(((DST - P_dyn) * (DST - ((VBs * 0.03565441) + 287.94803))) - (VBs * (P_dyn + 14.21617))) / 6494.9604,PySRFunction(X=>(((DST - P_dyn) * (DST - ((VBs * 0.03565441) + 287.94803))) - (VBs * (P_dyn + 14.21617))) / 6494.9604),27
27,3.7290957,((DST + (((VBs * 0.04815844) - ((square(DST) - ((VBs * (inv(P_dyn) - P_dyn)) / -1.3466082)) * 0.006263322)) - (P_dyn * 4.4668746))) * -0.03695169) - 0.25452408,0.0005094843581169,((DST + (((VBs * 0.04815844) - ((square(DST) - ((VBs * (inv(P_dyn) - P_dyn)) / -1.3466082)) * 0.006263322)) - (P_dyn * 4.4668746))) * -0.03695169) - 0.25452408,PySRFunction(X=>((DST + (((VBs * 0.04815844) - ((square(DST) - ((VBs * (inv(P_dyn) - P_dyn)) / -1.3466082)) * 0.006263322)) - (P_dyn * 4.4668746))) * -0.03695169) - 0.25452408),79
18,3.7291384,(((-12.846059 - P_dyn) * VBs) - ((245.32782 - (DST - sqrt(VBs / 0.10391209))) * DST)) * 0.00015993125,0.0008939245228549,(((-12.846059 - P_dyn) * VBs) - ((245.32782 - (DST - sqrt(VBs / 0.10391209))) * DST)) * 0.00015993125,PySRFunction(X=>(((-12.846059 - P_dyn) * VBs) - ((245.32782 - (DST - sqrt(VBs / 0.10391209))) * DST)) * 0.00015993125),57
18,3.7291925,(DST + ((sqrt(P_dyn + 1.8761929) + (DST * 0.0073148543)) * ((VBs * 0.025855059) - P_dyn))) * -0.051456362,0.0023497839256171,(DST + ((sqrt(P_dyn + 1.8761929) + (DST * 0.0073148543)) * ((VBs * 0.025855059) - P_dyn))) * -0.051456362,PySRFunction(X=>(DST + ((sqrt(P_dyn + 1.8761929) + (DST * 0.0073148543)) * ((VBs * 0.025855059) - P_dyn))) * -0.051456362),69
17,3.7292736,(((sqrt(P_dyn) + 1.6823647) * ((DST / 0.058366857) + VBs)) + (DST * sqrt(VBs))) * -0.0008707118,0.0020351771912181,(((sqrt(P_dyn) + 1.6823647) * ((DST / 0.058366857) + VBs)) + (DST * sqrt(VBs))) * -0.0008707118,PySRFunction(X=>(((sqrt(P_dyn) + 1.6823647) * ((DST / 0.058366857) + VBs)) + (DST * sqrt(VBs))) * -0.0008707118),77
19,3.7293053,((DST - (square(DST - sqrt(VBs)) * 0.0051304507)) + ((0.059432585 - (P_dyn * -0.0038681342)) * VBs)) * -0.03831468,0.0023023612824945,((DST - (square(DST - sqrt(VBs)) * 0.0051304507)) + ((0.059432585 - (P_dyn * -0.0038681342)) * VBs)) * -0.03831468,PySRFunction(X=>((DST - (square(DST - sqrt(VBs)) * 0.0051304507)) + ((0.059432585 - (P_dyn * -0.0038681342)) * VBs)) * -0.03831468),90
18,3.72931,(DST + (((DST * 0.0071806926) + sqrt(P_dyn + 2.0276952)) * ((VBs * 0.024933495) - P_dyn))) * -0.0523177,0.0012181908310369,(DST + (((DST * 0.0071806926) + sqrt(P_dyn + 2.0276952)) * ((VBs * 0.024933495) - P_dyn))) * -0.0523177,PySRFunction(X=>(DST + (((DST * 0.0071806926) + sqrt(P_dyn + 2.0276952)) * ((VBs * 0.024933495) - P_dyn))) * -0.0523177),81
